User_ID,Date,Steps,Calories_Burned,Sleep_Hours,Heart_Rate
U7616,2024-04-19 00:00:00,14825,237.46,5.8,87
U7617,2024-04-19 01:00:00,5636,113.62,7.7,69
U7618,2024-04-19 02:00:00,11486,255.92,7.7,93
U7619,2024-04-19 03:00:00,8388,476.14,5.2,75
U7620,2024-04-19 04:00:00,7750,608.58,4.3,69
U7621,2024-04-19 05:00:00,5841,74.53,3.9,88
U7622,2024-04-19 06:00:00,12578,500.46,3.8,74
U7623,2024-04-19 07:00:00,10610,322.39,8.7,87
U7624,2024-04-19 08:00:00,13018,219.98,5.0,83
U7625,2024-04-19 09:00:00,14791,73.89,7.7,79
U7626,2024-04-19 10:00:00,14335,294.45,5.0,88
U7627,2024-04-19 11:00:00,13114,642.26,7.7,61
U7628,2024-04-19 12:00:00,6791,447.52,9.9,91
U7629,2024-04-19 13:00:00,12081,631.73,3.5,89
U7630,2024-04-19 14:00:00,13981,359.27,7.6,68
U7631,2024-04-19 15:00:00,9432,682.44,5.0,78
U7632,2024-04-19 16:00:00,13983,162.77,3.6,65
U7633,2024-04-19 17:00:00,14663,665.03,3.6,67
U7634,2024-04-19 18:00:00,12094,407.0,5.6,93
U7635,2024-04-19 19:00:00,3400,609.5,6.8,60
U7636,2024-04-19 20:00:00,8517,230.32,7.5,72
U7637,2024-04-19 21:00:00,9285,414.62,7.0,65
U7638,2024-04-19 22:00:00,4398,599.59,9.3,94
U7639,2024-04-19 23:00:00,10935,412.82,4.1,88
U7640,2024-04-20 00:00:00,5010,393.58,8.8,61
U7641,2024-04-20 01:00:00,5148,658.0,6.7,69
U7642,2024-04-20 02:00:00,13657,171.76,9.0,90
U7643,2024-04-20 03:00:00,4968,406.33,6.0,67
U7644,2024-04-20 04:00:00,11849,666.78,6.4,98
U7645,2024-04-20 05:00:00,10660,683.94,6.0,87
U7646,2024-04-20 06:00:00,3677,138.71,3.7,90
U7647,2024-04-20 07:00:00,12553,687.61,4.0,72
U7648,2024-04-20 08:00:00,3405,59.12,6.6,66
U7649,2024-04-20 09:00:00,11300,691.67,6.7,60
U7650,2024-04-20 10:00:00,8646,248.58,6.3,85
U7651,2024-04-20 11:00:00,2275,483.63,3.1,75
U7652,2024-04-20 12:00:00,14047,57.22,6.5,71
U7653,2024-04-20 13:00:00,14063,598.62,3.9,75
U7654,2024-04-20 14:00:00,13853,373.67,7.0,93
U7655,2024-04-20 15:00:00,14492,684.35,5.0,86
U7656,2024-04-20 16:00:00,8315,466.64,9.9,84
U7657,2024-04-20 17:00:00,10261,675.99,5.5,78
U7658,2024-04-20 18:00:00,2141,508.75,8.7,66
U7659,2024-04-20 19:00:00,2566,609.4,4.7,71
U7660,2024-04-20 20:00:00,8380,610.98,4.3,83
U7661,2024-04-20 21:00:00,7297,234.99,4.5,98
U7662,2024-04-20 22:00:00,11718,482.94,5.3,64
U7663,2024-04-20 23:00:00,8614,705.4,8.9,60
U7664,2024-04-21 00:00:00,10107,709.16,8.3,66
U7665,2024-04-21 01:00:00,13565,338.53,6.0,85
U7666,2024-04-21 02:00:00,6432,293.67,4.3,83
U7667,2024-04-21 03:00:00,5536,540.48,3.3,76
U7668,2024-04-21 04:00:00,6273,633.87,7.3,63
U7669,2024-04-21 05:00:00,4856,76.6,7.9,75
U7670,2024-04-21 06:00:00,3904,120.07,7.2,95
U7671,2024-04-21 07:00:00,6988,634.05,6.5,64
U7672,2024-04-21 08:00:00,7298,377.6,9.8,64
U7673,2024-04-21 09:00:00,11007,550.74,3.2,76
U7674,2024-04-21 10:00:00,6656,665.27,9.9,80
U7675,2024-04-21 11:00:00,12121,617.6,4.9,89
U7676,2024-04-21 12:00:00,10993,657.29,5.7,92
U7677,2024-04-21 13:00:00,12043,435.41,8.3,82
U7678,2024-04-21 14:00:00,13009,168.33,4.6,88
U7679,2024-04-21 15:00:00,4793,405.13,8.0,98
U7680,2024-04-21 16:00:00,2660,772.47,5.3,97
U7681,2024-04-21 17:00:00,8852,279.09,9.6,66
U7682,2024-04-21 18:00:00,14712,364.45,4.2,96
U7683,2024-04-21 19:00:00,7093,624.08,9.5,66
U7684,2024-04-21 20:00:00,7457,106.98,8.5,74
U7685,2024-04-21 21:00:00,2618,617.79,4.2,88
U7686,2024-04-21 22:00:00,1593,255.66,5.7,69
U7687,2024-04-21 23:00:00,3070,250.5,3.7,79
U7688,2024-04-22 00:00:00,1647,486.82,7.2,68
U7689,2024-04-22 01:00:00,2329,241.47,9.7,65
U7690,2024-04-22 02:00:00,2423,530.87,3.6,79
U7691,2024-04-22 03:00:00,6930,731.64,4.8,80
U7692,2024-04-22 04:00:00,10072,353.48,8.3,66
U7693,2024-04-22 05:00:00,8025,757.67,6.2,97
U7694,2024-04-22 06:00:00,2234,756.7,5.4,93
U7695,2024-04-22 07:00:00,10809,205.68,7.2,62
U7696,2024-04-22 08:00:00,11335,373.84,5.1,76
U7697,2024-04-22 09:00:00,6677,792.59,5.3,61
U7698,2024-04-22 10:00:00,2456,146.37,8.6,71
U7699,2024-04-22 11:00:00,6479,406.51,5.7,72
U7700,2024-04-22 12:00:00,3830,373.91,7.9,97
U7701,2024-04-22 13:00:00,10264,657.5,4.1,95
U7702,2024-04-22 14:00:00,4732,171.56,5.8,71
U7703,2024-04-22 15:00:00,8754,216.13,6.9,86
U7704,2024-04-22 16:00:00,8388,181.66,4.9,85
U7705,2024-04-22 17:00:00,7879,174.97,6.0,99
U7706,2024-04-22 18:00:00,8173,243.34,8.3,64
U7707,2024-04-22 19:00:00,2078,446.17,4.1,91
U7708,2024-04-22 20:00:00,14138,580.17,6.5,95
U7709,2024-04-22 21:00:00,8182,335.23,4.8,97
U7710,2024-04-22 22:00:00,5618,384.67,5.9,75
U7711,2024-04-22 23:00:00,6502,644.3,5.6,69
U7712,2024-04-23 00:00:00,6495,443.91,7.6,96
U7713,2024-04-23 01:00:00,14385,492.33,8.4,74
U7714,2024-04-23 02:00:00,5914,438.48,6.5,70
U7715,2024-04-23 03:00:00,6796,642.29,4.2,68
U7716,2024-04-23 04:00:00,11160,187.61,9.1,77
U7717,2024-04-23 05:00:00,8352,785.94,4.3,92
U7718,2024-04-23 06:00:00,1087,709.57,7.0,68
U7719,2024-04-23 07:00:00,6874,350.2,6.7,74
U7720,2024-04-23 08:00:00,5451,361.32,5.0,95
U7721,2024-04-23 09:00:00,2088,686.75,9.7,95
U7722,2024-04-23 10:00:00,14584,384.17,7.7,60
U7723,2024-04-23 11:00:00,11430,431.12,6.3,87
U7724,2024-04-23 12:00:00,1653,609.48,6.1,92
U7725,2024-04-23 13:00:00,4109,340.99,3.6,60
U7726,2024-04-23 14:00:00,2397,390.51,8.5,65
U7727,2024-04-23 15:00:00,5760,77.84,3.6,70
U7728,2024-04-23 16:00:00,3427,149.89,4.4,86
U7729,2024-04-23 17:00:00,3084,393.99,4.2,64
U7730,2024-04-23 18:00:00,9930,84.25,3.5,69
U7731,2024-04-23 19:00:00,3999,280.26,8.8,87
U7732,2024-04-23 20:00:00,14563,377.93,9.3,75
U7733,2024-04-23 21:00:00,13142,126.21,7.4,85
U7734,2024-04-23 22:00:00,12398,98.99,9.1,87
U7735,2024-04-23 23:00:00,13298,62.21,7.7,73
U7736,2024-04-24 00:00:00,5429,413.99,7.8,72
U7737,2024-04-24 01:00:00,3466,160.13,9.2,60
U7738,2024-04-24 02:00:00,1880,566.45,3.6,94
U7739,2024-04-24 03:00:00,14731,419.71,3.4,74
U7740,2024-04-24 04:00:00,11547,64.2,3.4,88
U7741,2024-04-24 05:00:00,13868,94.28,5.9,90
U7742,2024-04-24 06:00:00,13457,738.34,9.6,71
U7743,2024-04-24 07:00:00,14894,143.25,9.1,64
U7744,2024-04-24 08:00:00,8950,617.99,8.5,91
U7745,2024-04-24 09:00:00,12412,234.7,5.8,69
U7746,2024-04-24 10:00:00,14812,291.17,8.8,64
U7747,2024-04-24 11:00:00,7737,68.59,4.5,86
U7748,2024-04-24 12:00:00,10728,467.11,7.1,98
U7749,2024-04-24 13:00:00,7595,400.28,8.2,80
U7750,2024-04-24 14:00:00,13170,608.72,3.6,75
U7751,2024-04-24 15:00:00,13809,729.27,9.1,88
U7752,2024-04-24 16:00:00,6036,460.78,8.1,74
U7753,2024-04-24 17:00:00,9631,764.2,6.7,97
U7754,2024-04-24 18:00:00,3046,161.11,3.4,66
U7755,2024-04-24 19:00:00,3194,308.48,7.9,77
U7756,2024-04-24 20:00:00,10077,672.38,6.1,78
U7757,2024-04-24 21:00:00,9489,464.99,8.2,76
U7758,2024-04-24 22:00:00,7513,460.23,3.3,73
U7759,2024-04-24 23:00:00,12048,395.29,7.0,69
U7760,2024-04-25 00:00:00,1893,64.0,6.1,84
U7761,2024-04-25 01:00:00,8400,110.26,6.0,68
U7762,2024-04-25 02:00:00,1659,117.14,6.6,75
U7763,2024-04-25 03:00:00,1123,192.09,3.9,83
U7764,2024-04-25 04:00:00,12674,120.71,9.5,80
U7765,2024-04-25 05:00:00,13043,129.95,7.9,93
U7766,2024-04-25 06:00:00,1247,527.67,3.6,98
U7767,2024-04-25 07:00:00,10677,138.76,3.6,66
U7768,2024-04-25 08:00:00,2405,398.77,4.5,66
U7769,2024-04-25 09:00:00,8103,97.35,4.7,87
U7770,2024-04-25 10:00:00,2129,252.06,6.4,94
U7771,2024-04-25 11:00:00,12121,743.26,6.8,69
U7772,2024-04-25 12:00:00,5773,73.26,4.0,97
U7773,2024-04-25 13:00:00,10665,707.72,9.8,91
U7774,2024-04-25 14:00:00,7713,619.71,8.8,93
U7775,2024-04-25 15:00:00,3527,740.69,7.4,83
U7776,2024-04-25 16:00:00,8025,640.15,4.9,61
U7777,2024-04-25 17:00:00,1468,669.63,9.4,63
U7778,2024-04-25 18:00:00,7509,130.79,5.2,60
U7779,2024-04-25 19:00:00,7901,676.66,5.2,81
U7780,2024-04-25 20:00:00,12018,407.84,5.5,70
U7781,2024-04-25 21:00:00,6021,313.68,3.3,70
U7782,2024-04-25 22:00:00,2918,165.39,3.4,73
U7783,2024-04-25 23:00:00,9530,50.5,6.3,86
U7784,2024-04-26 00:00:00,8463,531.97,9.2,92
U7785,2024-04-26 01:00:00,4697,594.52,9.6,87
U7786,2024-04-26 02:00:00,4833,341.07,8.4,82
U7787,2024-04-26 03:00:00,5450,173.18,5.8,68
U7788,2024-04-26 04:00:00,6187,158.42,5.2,77
U7789,2024-04-26 05:00:00,7292,176.18,4.5,83
U7790,2024-04-26 06:00:00,11244,92.16,6.8,86
U7791,2024-04-26 07:00:00,1245,319.74,6.4,94
U7792,2024-04-26 08:00:00,6795,512.12,6.3,63
U7793,2024-04-26 09:00:00,10178,385.33,5.2,81
U7794,2024-04-26 10:00:00,9838,144.11,7.1,70
U7795,2024-04-26 11:00:00,8036,662.11,7.3,66
U7796,2024-04-26 12:00:00,9635,265.29,9.1,96
U7797,2024-04-26 13:00:00,6303,502.01,8.3,93
U7798,2024-04-26 14:00:00,9478,234.26,5.3,71
U7799,2024-04-26 15:00:00,13499,496.24,5.7,63
U7800,2024-04-26 16:00:00,12800,147.24,4.7,61
U7801,2024-04-26 17:00:00,14307,541.62,4.2,60
U7802,2024-04-26 18:00:00,7839,479.87,3.8,77
U7803,2024-04-26 19:00:00,10040,439.47,3.2,82
U7804,2024-04-26 20:00:00,10700,212.82,5.9,93
U7805,2024-04-26 21:00:00,1334,446.87,9.7,63
U7806,2024-04-26 22:00:00,1886,722.83,6.8,78
U7807,2024-04-26 23:00:00,13233,143.95,8.2,99
U7808,2024-04-27 00:00:00,14985,577.79,5.8,99
U7809,2024-04-27 01:00:00,5267,135.28,5.7,68
U7810,2024-04-27 02:00:00,1874,303.62,3.9,82
U7811,2024-04-27 03:00:00,3566,562.87,5.1,72
U7812,2024-04-27 04:00:00,12878,470.17,9.5,60
U7813,2024-04-27 05:00:00,2330,558.7,6.4,71
U7814,2024-04-27 06:00:00,11392,772.52,4.4,69
U7815,2024-04-27 07:00:00,13774,777.21,7.6,86
U7816,2024-04-27 08:00:00,2773,736.15,5.8,78
U7817,2024-04-27 09:00:00,11219,421.12,8.8,99
U7818,2024-04-27 10:00:00,9091,305.78,3.6,91
U7819,2024-04-27 11:00:00,4753,259.69,6.7,81
U7820,2024-04-27 12:00:00,5506,481.77,8.6,84
U7821,2024-04-27 13:00:00,2444,390.18,9.0,70
U7822,2024-04-27 14:00:00,7630,795.89,5.8,70
U7823,2024-04-27 15:00:00,8973,451.68,8.2,85
U7824,2024-04-27 16:00:00,5595,296.74,9.8,75
U7825,2024-04-27 17:00:00,1567,526.97,7.4,88
U7826,2024-04-27 18:00:00,10889,82.79,8.7,89
U7827,2024-04-27 19:00:00,5764,133.09,7.0,70
U7828,2024-04-27 20:00:00,7636,547.75,8.5,60
U7829,2024-04-27 21:00:00,6807,142.51,9.6,65
U7830,2024-04-27 22:00:00,12335,616.56,8.0,72
U7831,2024-04-27 23:00:00,10292,96.43,4.1,86
U7832,2024-04-28 00:00:00,1045,495.42,3.6,94
U7833,2024-04-28 01:00:00,12044,558.86,8.7,92
U7834,2024-04-28 02:00:00,3806,634.7,4.8,73
U7835,2024-04-28 03:00:00,10730,714.27,9.1,81
U7836,2024-04-28 04:00:00,14645,284.18,4.4,80
U7837,2024-04-28 05:00:00,3783,589.37,9.4,61
U7838,2024-04-28 06:00:00,8126,110.55,8.6,64
U7839,2024-04-28 07:00:00,1760,672.35,9.2,74
U7840,2024-04-28 08:00:00,14526,717.67,4.6,79
U7841,2024-04-28 09:00:00,7220,611.49,9.1,85
U7842,2024-04-28 10:00:00,7128,261.0,7.1,83
U7843,2024-04-28 11:00:00,2512,96.76,3.6,94
U7844,2024-04-28 12:00:00,6350,366.2,9.5,83
U7845,2024-04-28 13:00:00,1660,252.98,4.4,85
U7846,2024-04-28 14:00:00,7250,447.64,4.5,81
U7847,2024-04-28 15:00:00,1697,345.4,7.9,86
U7848,2024-04-28 16:00:00,8966,151.99,7.1,78
U7849,2024-04-28 17:00:00,10222,677.51,9.3,96
U7850,2024-04-28 18:00:00,1824,698.5,5.1,95
U7851,2024-04-28 19:00:00,11531,659.86,3.3,88
U7852,2024-04-28 20:00:00,1978,207.77,10.0,99
U7853,2024-04-28 21:00:00,6461,371.37,5.2,98
U7854,2024-04-28 22:00:00,10495,178.6,4.1,71
U7855,2024-04-28 23:00:00,11775,548.9,9.9,75
U7856,2024-04-29 00:00:00,13599,653.73,6.9,90
U7857,2024-04-29 01:00:00,12988,486.15,4.0,74
U7858,2024-04-29 02:00:00,2724,459.58,8.9,92
U7859,2024-04-29 03:00:00,11730,586.23,9.6,74
U7860,2024-04-29 04:00:00,7220,135.17,9.2,91
U7861,2024-04-29 05:00:00,7267,235.74,4.4,81
U7862,2024-04-29 06:00:00,14253,285.26,3.4,65
U7863,2024-04-29 07:00:00,3331,449.38,5.6,89
U7864,2024-04-29 08:00:00,7988,782.02,5.5,76
U7865,2024-04-29 09:00:00,14535,697.26,5.8,61
U7866,2024-04-29 10:00:00,4829,235.28,8.6,75
U7867,2024-04-29 11:00:00,14389,224.74,3.1,71
U7868,2024-04-29 12:00:00,7751,376.74,7.7,71
U7869,2024-04-29 13:00:00,9748,780.99,9.9,98
U7870,2024-04-29 14:00:00,10314,164.34,5.8,76
U7871,2024-04-29 15:00:00,9055,767.71,6.4,65
U7872,2024-04-29 16:00:00,3115,192.81,7.4,85
U7873,2024-04-29 17:00:00,3125,714.83,5.0,60
U7874,2024-04-29 18:00:00,4217,672.72,8.0,75
U7875,2024-04-29 19:00:00,9266,711.74,4.4,99
U7876,2024-04-29 20:00:00,6970,718.82,3.5,75
U7877,2024-04-29 21:00:00,9705,213.6,8.6,75
U7878,2024-04-29 22:00:00,14281,634.03,4.2,98
U7879,2024-04-29 23:00:00,7018,561.55,8.1,88
U7880,2024-04-30 00:00:00,8836,709.19,9.1,85
U7881,2024-04-30 01:00:00,14398,417.73,3.3,89
U7882,2024-04-30 02:00:00,6881,360.09,7.9,92
U7883,2024-04-30 03:00:00,8215,594.67,7.5,79
U7884,2024-04-30 04:00:00,14053,252.38,7.4,96
U7885,2024-04-30 05:00:00,14888,665.04,5.1,72
U7886,2024-04-30 06:00:00,14353,264.48,3.3,67
U7887,2024-04-30 07:00:00,5229,82.41,3.7,91
U7888,2024-04-30 08:00:00,7970,463.61,4.9,77
U7889,2024-04-30 09:00:00,4090,676.98,5.8,70
U7890,2024-04-30 10:00:00,11931,567.85,9.4,97
U7891,2024-04-30 11:00:00,12068,791.97,7.8,73
U7892,2024-04-30 12:00:00,3031,155.55,3.2,99
U7893,2024-04-30 13:00:00,12383,308.42,9.4,92
U7894,2024-04-30 14:00:00,4406,334.96,8.0,82
U7895,2024-04-30 15:00:00,4990,93.61,6.4,66
U7896,2024-04-30 16:00:00,9722,82.25,6.2,74
U7897,2024-04-30 17:00:00,9032,72.08,9.5,74
U7898,2024-04-30 18:00:00,13357,356.66,6.9,68
U7899,2024-04-30 19:00:00,9625,683.57,6.5,80
U7900,2024-04-30 20:00:00,14500,582.23,8.4,96
U7901,2024-04-30 21:00:00,2629,385.07,7.2,98
U7902,2024-04-30 22:00:00,12925,248.01,4.7,87
U7903,2024-04-30 23:00:00,4707,61.68,10.0,65
U7904,2024-05-01 00:00:00,7276,181.53,5.0,69
U7905,2024-05-01 01:00:00,12485,340.39,7.8,74
U7906,2024-05-01 02:00:00,9258,327.84,6.4,83
U7907,2024-05-01 03:00:00,12046,244.52,3.9,63
U7908,2024-05-01 04:00:00,11470,797.85,9.7,94
U7909,2024-05-01 05:00:00,9859,385.54,5.4,74
U7910,2024-05-01 06:00:00,13160,250.87,7.6,96
U7911,2024-05-01 07:00:00,1149,355.3,8.2,61
U7912,2024-05-01 08:00:00,2132,259.56,5.8,99
U7913,2024-05-01 09:00:00,14740,314.07,4.8,87
U7914,2024-05-01 10:00:00,8662,144.41,3.4,64
U7915,2024-05-01 11:00:00,14106,50.64,9.7,82
U7916,2024-05-01 12:00:00,5710,418.72,7.1,68
U7917,2024-05-01 13:00:00,6200,416.86,8.0,66
U7918,2024-05-01 14:00:00,14929,167.72,6.3,63
U7919,2024-05-01 15:00:00,1539,674.51,4.6,78
U7920,2024-05-01 16:00:00,2821,193.85,10.0,67
U7921,2024-05-01 17:00:00,9666,627.64,9.8,90
U7922,2024-05-01 18:00:00,3301,192.7,9.0,73
U7923,2024-05-01 19:00:00,12816,260.95,9.4,88
U7924,2024-05-01 20:00:00,3540,252.42,7.0,68
U7925,2024-05-01 21:00:00,11904,222.19,5.6,96
U7926,2024-05-01 22:00:00,3618,764.43,5.4,65
U7927,2024-05-01 23:00:00,8372,247.6,9.5,87
U7928,2024-05-02 00:00:00,3849,413.72,9.7,69
U7929,2024-05-02 01:00:00,12430,601.38,6.1,62
U7930,2024-05-02 02:00:00,8893,289.35,7.2,71
U7931,2024-05-02 03:00:00,6344,58.78,8.6,95
U7932,2024-05-02 04:00:00,7573,621.27,7.9,70
U7933,2024-05-02 05:00:00,6598,263.02,9.1,68
U7934,2024-05-02 06:00:00,11348,704.89,7.3,65
U7935,2024-05-02 07:00:00,4488,418.37,7.1,71
U7936,2024-05-02 08:00:00,6492,518.31,5.6,67
U7937,2024-05-02 09:00:00,11995,763.22,3.5,72
U7938,2024-05-02 10:00:00,13565,702.47,3.4,68
U7939,2024-05-02 11:00:00,4482,644.48,4.1,79
U7940,2024-05-02 12:00:00,14502,448.05,3.4,99
U7941,2024-05-02 13:00:00,11906,176.97,6.7,69
U7942,2024-05-02 14:00:00,14332,680.78,5.8,86
U7943,2024-05-02 15:00:00,6794,120.46,3.2,63
U7944,2024-05-02 16:00:00,9441,715.59,3.2,69
U7945,2024-05-02 17:00:00,1558,624.69,6.7,78
U7946,2024-05-02 18:00:00,10777,652.59,6.8,69
U7947,2024-05-02 19:00:00,12638,332.9,3.3,82
U7948,2024-05-02 20:00:00,6769,113.72,7.7,95
U7949,2024-05-02 21:00:00,12886,595.22,3.9,68
U7950,2024-05-02 22:00:00,3331,783.55,6.5,61
U7951,2024-05-02 23:00:00,14031,693.81,4.1,78
U7952,2024-05-03 00:00:00,7824,681.04,3.3,67
U7953,2024-05-03 01:00:00,6088,524.23,4.5,85
U7954,2024-05-03 02:00:00,2724,137.2,6.2,95
U7955,2024-05-03 03:00:00,2586,697.46,8.2,70
U7956,2024-05-03 04:00:00,5836,216.53,4.9,62
U7957,2024-05-03 05:00:00,11097,248.37,7.8,89
U7958,2024-05-03 06:00:00,3792,616.89,9.0,77
U7959,2024-05-03 07:00:00,7588,587.68,4.9,76
U7960,2024-05-03 08:00:00,1416,104.42,6.7,68
U7961,2024-05-03 09:00:00,11770,238.97,5.9,89
U7962,2024-05-03 10:00:00,12805,663.26,3.2,75
U7963,2024-05-03 11:00:00,7605,762.19,5.7,67
U7964,2024-05-03 12:00:00,14453,249.73,5.6,85
U7965,2024-05-03 13:00:00,1803,620.49,7.4,64
U7966,2024-05-03 14:00:00,3950,429.23,9.1,64
U7967,2024-05-03 15:00:00,13403,335.05,7.7,83
U7968,2024-05-03 16:00:00,12370,723.59,5.5,73
U7969,2024-05-03 17:00:00,2569,461.15,6.1,64
U7970,2024-05-03 18:00:00,12441,568.82,9.2,95
U7971,2024-05-03 19:00:00,9489,494.33,7.5,84
U7972,2024-05-03 20:00:00,4232,532.69,5.7,76
U7973,2024-05-03 21:00:00,9973,437.96,7.2,65
U7974,2024-05-03 22:00:00,4032,450.08,7.5,66
U7975,2024-05-03 23:00:00,5507,689.13,6.4,74
U7976,2024-05-04 00:00:00,5721,276.99,9.1,65
U7977,2024-05-04 01:00:00,9614,602.28,8.7,91
U7978,2024-05-04 02:00:00,10309,251.43,6.7,99
U7979,2024-05-04 03:00:00,5638,103.05,9.7,86
U7980,2024-05-04 04:00:00,14042,727.43,9.7,99
U7981,2024-05-04 05:00:00,4971,358.0,9.8,64
U7982,2024-05-04 06:00:00,8629,562.39,4.5,75
U7983,2024-05-04 07:00:00,8523,618.42,3.7,70
U7984,2024-05-04 08:00:00,12077,647.76,7.3,98
U7985,2024-05-04 09:00:00,9727,219.74,8.1,84
U7986,2024-05-04 10:00:00,3265,541.76,5.1,61
U7987,2024-05-04 11:00:00,10569,620.18,6.8,87
U7988,2024-05-04 12:00:00,4648,139.84,7.5,66
U7989,2024-05-04 13:00:00,8894,155.98,6.2,97
U7990,2024-05-04 14:00:00,10315,322.93,6.8,60
U7991,2024-05-04 15:00:00,1420,276.25,3.5,77
U7992,2024-05-04 16:00:00,8473,647.93,10.0,71
U7993,2024-05-04 17:00:00,7572,532.02,5.7,67
U7994,2024-05-04 18:00:00,11554,423.48,4.4,79
U7995,2024-05-04 19:00:00,1314,129.8,6.4,94
U7996,2024-05-04 20:00:00,7233,134.43,5.2,75
U7997,2024-05-04 21:00:00,14706,437.76,5.7,92
U7998,2024-05-04 22:00:00,3486,712.16,6.9,99
U7999,2024-05-04 23:00:00,6370,631.3,4.9,84
U8000,2024-05-05 00:00:00,2600,711.18,7.7,78
U8001,2024-05-05 01:00:00,6355,473.86,6.0,94
U8002,2024-05-05 02:00:00,12340,216.03,3.6,75
U8003,2024-05-05 03:00:00,3617,73.86,9.2,75
U8004,2024-05-05 04:00:00,1099,755.21,6.3,84
U8005,2024-05-05 05:00:00,10082,406.42,9.5,91
U8006,2024-05-05 06:00:00,10003,694.26,5.7,87
U8007,2024-05-05 07:00:00,14285,599.74,6.8,68
U8008,2024-05-05 08:00:00,12724,674.13,9.1,77
U8009,2024-05-05 09:00:00,10613,207.99,6.2,82
U8010,2024-05-05 10:00:00,5043,559.58,7.4,89
U8011,2024-05-05 11:00:00,9436,592.02,4.7,91
U8012,2024-05-05 12:00:00,4452,464.46,4.7,83
U8013,2024-05-05 13:00:00,11291,676.42,6.8,70
U8014,2024-05-05 14:00:00,7305,791.16,7.3,85
U8015,2024-05-05 15:00:00,12454,57.9,7.6,70
U8016,2024-05-05 16:00:00,11361,391.25,8.4,79
U8017,2024-05-05 17:00:00,12674,615.42,9.5,77
U8018,2024-05-05 18:00:00,2013,594.24,4.7,93
U8019,2024-05-05 19:00:00,5389,400.89,7.3,95
U8020,2024-05-05 20:00:00,1245,681.62,6.1,63
U8021,2024-05-05 21:00:00,13259,556.28,3.6,80
U8022,2024-05-05 22:00:00,10399,461.27,6.2,85
U8023,2024-05-05 23:00:00,4520,254.67,8.5,73
U8024,2024-05-06 00:00:00,11585,325.51,3.6,85
U8025,2024-05-06 01:00:00,4239,791.79,7.2,72
U8026,2024-05-06 02:00:00,10831,729.59,5.9,85
U8027,2024-05-06 03:00:00,4476,571.74,7.6,74
U8028,2024-05-06 04:00:00,8583,694.18,8.7,86
U8029,2024-05-06 05:00:00,11840,151.98,6.8,82
U8030,2024-05-06 06:00:00,4595,250.68,5.1,81
U8031,2024-05-06 07:00:00,8833,713.87,3.6,69
U8032,2024-05-06 08:00:00,11275,403.15,5.0,64
U8033,2024-05-06 09:00:00,2039,493.21,5.6,63
U8034,2024-05-06 10:00:00,7349,712.75,7.5,95
U8035,2024-05-06 11:00:00,14805,353.01,5.7,75
U8036,2024-05-06 12:00:00,11913,411.36,5.8,91
U8037,2024-05-06 13:00:00,9087,134.13,5.0,70
U8038,2024-05-06 14:00:00,11951,793.56,5.5,98
U8039,2024-05-06 15:00:00,10178,780.03,4.9,92
U8040,2024-05-06 16:00:00,11662,272.4,8.1,94
U8041,2024-05-06 17:00:00,1959,689.36,9.9,63
U8042,2024-05-06 18:00:00,3252,602.8,8.1,82
U8043,2024-05-06 19:00:00,5252,159.94,3.5,62
U8044,2024-05-06 20:00:00,6534,67.92,7.4,79
U8045,2024-05-06 21:00:00,5926,60.56,7.9,60
U8046,2024-05-06 22:00:00,1298,99.29,8.4,92
U8047,2024-05-06 23:00:00,1018,520.54,8.3,69
U8048,2024-05-07 00:00:00,10714,419.13,6.6,62
U8049,2024-05-07 01:00:00,11377,797.57,4.8,91
U8050,2024-05-07 02:00:00,9891,264.9,3.8,97
U8051,2024-05-07 03:00:00,13330,594.27,3.1,90
U8052,2024-05-07 04:00:00,7439,340.33,3.0,80
U8053,2024-05-07 05:00:00,1624,123.74,9.6,83
U8054,2024-05-07 06:00:00,3416,707.86,7.3,83
U8055,2024-05-07 07:00:00,13266,350.0,7.0,69
U8056,2024-05-07 08:00:00,2152,737.69,5.6,65
U8057,2024-05-07 09:00:00,2298,752.7,8.6,87
U8058,2024-05-07 10:00:00,1375,665.11,4.5,60
U8059,2024-05-07 11:00:00,6207,70.76,8.2,69
U8060,2024-05-07 12:00:00,4992,774.52,5.5,89
U8061,2024-05-07 13:00:00,6059,143.12,8.0,74
U8062,2024-05-07 14:00:00,7359,748.48,7.9,73
U8063,2024-05-07 15:00:00,2382,504.91,5.2,83
U8064,2024-05-07 16:00:00,1851,333.1,9.5,69
U8065,2024-05-07 17:00:00,6600,590.99,6.6,85
U8066,2024-05-07 18:00:00,10499,430.15,4.8,60
U8067,2024-05-07 19:00:00,12370,645.86,7.7,79
U8068,2024-05-07 20:00:00,9674,435.33,8.3,88
U8069,2024-05-07 21:00:00,10239,326.68,9.7,93
U8070,2024-05-07 22:00:00,6163,320.63,3.5,61
U8071,2024-05-07 23:00:00,10110,315.58,6.8,61
U8072,2024-05-08 00:00:00,3528,404.67,6.4,61
U8073,2024-05-08 01:00:00,13275,132.59,5.2,67
U8074,2024-05-08 02:00:00,7221,546.28,8.4,84
U8075,2024-05-08 03:00:00,3365,306.03,4.4,77
U8076,2024-05-08 04:00:00,11382,471.16,5.3,76
U8077,2024-05-08 05:00:00,9095,444.89,8.4,89
U8078,2024-05-08 06:00:00,5611,692.85,6.3,67
U8079,2024-05-08 07:00:00,14523,696.27,4.0,88
U8080,2024-05-08 08:00:00,11239,791.89,9.3,78
